"exp_value","b","sim","Static_exp"
2,25,635,TRUE
1,25,636,TRUE
2,25,636,TRUE
1,25,637,TRUE
2,25,637,TRUE
1,25,638,FALSE
2,25,638,FALSE
1,25,639,TRUE
2,25,639,TRUE
1,25,640,TRUE
2,25,640,TRUE
1,25,641,TRUE
2,25,641,TRUE
1,25,642,FALSE
2,25,642,FALSE
1,25,643,TRUE
2,25,643,TRUE
1,25,644,TRUE
2,25,644,TRUE
1,25,645,TRUE
2,25,645,TRUE
1,25,646,TRUE
2,25,646,TRUE
1,25,647,TRUE
2,25,647,TRUE
1,25,648,TRUE
2,25,648,TRUE
1,25,649,FALSE
2,25,649,FALSE
1,25,650,TRUE
2,25,650,TRUE
1,25,651,FALSE
2,25,651,FALSE
1,25,652,FALSE
2,25,652,FALSE
1,25,653,TRUE
2,25,653,TRUE
1,25,654,FALSE
2,25,654,FALSE
1,25,655,TRUE
2,25,655,TRUE
1,25,656,TRUE
2,25,656,TRUE
1,25,657,TRUE
2,25,657,TRUE
1,25,658,TRUE
2,25,658,TRUE
1,25,659,TRUE
2,25,659,TRUE
1,25,660,TRUE
2,25,660,TRUE
1,25,661,TRUE
2,25,661,TRUE
1,25,662,TRUE
2,25,662,TRUE
1,25,663,TRUE
2,25,663,TRUE
1,25,664,TRUE
2,25,664,TRUE
1,25,665,TRUE
2,25,665,TRUE
1,25,666,FALSE
2,25,666,FALSE
1,25,667,TRUE
2,25,667,TRUE
1,25,668,TRUE
2,25,668,TRUE
1,25,669,TRUE
2,25,669,TRUE
1,25,670,TRUE
2,25,670,TRUE
1,25,671,TRUE
2,25,671,TRUE
1,25,672,TRUE
2,25,672,TRUE
1,25,673,TRUE
2,25,673,TRUE
1,25,674,TRUE
2,25,674,TRUE
1,25,675,TRUE
2,25,675,TRUE
1,25,676,TRUE
2,25,676,TRUE
1,25,677,TRUE
2,25,677,TRUE
1,25,678,TRUE
2,25,678,TRUE
1,25,679,TRUE
2,25,679,TRUE
1,25,680,TRUE
2,25,680,TRUE
1,25,681,TRUE
2,25,681,TRUE
1,25,682,TRUE
2,25,682,TRUE
1,25,683,TRUE
2,25,683,TRUE
1,25,684,TRUE
2,25,684,TRUE
1,25,685,TRUE
2,25,685,TRUE
1,25,686,TRUE
2,25,686,TRUE
1,25,687,TRUE
2,25,687,TRUE
1,25,688,TRUE
2,25,688,TRUE
1,25,689,FALSE
2,25,689,FALSE
1,25,690,TRUE
2,25,690,TRUE
1,25,691,FALSE
2,25,691,FALSE
1,25,692,FALSE
2,25,692,FALSE
1,25,693,TRUE
2,25,693,TRUE
1,25,694,TRUE
2,25,694,TRUE
1,25,695,TRUE
2,25,695,TRUE
1,25,696,TRUE
2,25,696,TRUE
1,25,697,TRUE
2,25,697,TRUE
1,25,698,FALSE
2,25,698,FALSE
1,25,699,TRUE
2,25,699,TRUE
1,25,700,TRUE
2,25,700,TRUE
1,25,701,TRUE
2,25,701,TRUE
1,25,702,TRUE
2,25,702,TRUE
1,25,703,TRUE
2,25,703,TRUE
1,25,704,TRUE
2,25,704,TRUE
1,25,705,FALSE
2,25,705,FALSE
1,25,706,FALSE
2,25,706,FALSE
1,25,707,TRUE
2,25,707,TRUE
1,25,708,TRUE
2,25,708,TRUE
1,25,709,TRUE
2,25,709,TRUE
1,25,710,TRUE
2,25,710,TRUE
1,25,711,TRUE
2,25,711,TRUE
1,25,712,FALSE
2,25,712,FALSE
1,25,713,FALSE
2,25,713,FALSE
1,25,714,TRUE
2,25,714,TRUE
1,25,715,TRUE
2,25,715,TRUE
1,25,716,TRUE
2,25,716,TRUE
1,25,717,TRUE
2,25,717,TRUE
1,25,718,TRUE
2,25,718,TRUE
1,25,719,TRUE
2,25,719,TRUE
1,25,720,TRUE
2,25,720,TRUE
1,25,721,TRUE
2,25,721,TRUE
1,25,722,TRUE
2,25,722,TRUE
1,25,723,TRUE
2,25,723,TRUE
1,25,724,TRUE
2,25,724,TRUE
1,25,725,TRUE
2,25,725,TRUE
1,25,726,TRUE
2,25,726,TRUE
1,25,727,TRUE
2,25,727,TRUE
1,25,728,FALSE
2,25,728,FALSE
1,25,729,TRUE
2,25,729,TRUE
1,25,730,TRUE
2,25,730,TRUE
1,25,731,TRUE
2,25,731,TRUE
1,25,732,TRUE
2,25,732,TRUE
1,25,733,TRUE
2,25,733,TRUE
1,25,734,FALSE
2,25,734,FALSE
1,25,735,FALSE
2,25,735,FALSE
1,25,736,TRUE
2,25,736,TRUE
1,25,737,TRUE
2,25,737,TRUE
1,25,738,TRUE
2,25,738,TRUE
1,25,739,TRUE
2,25,739,TRUE
1,25,740,TRUE
2,25,740,TRUE
1,25,741,FALSE
2,25,741,FALSE
1,25,742,TRUE
2,25,742,TRUE
1,25,743,TRUE
2,25,743,TRUE
1,25,744,TRUE
2,25,744,TRUE
1,25,745,TRUE
2,25,745,TRUE
1,25,746,TRUE
2,25,746,TRUE
1,25,747,FALSE
2,25,747,FALSE
1,25,748,TRUE
2,25,748,TRUE
1,25,749,TRUE
2,25,749,TRUE
1,25,750,TRUE
2,25,750,TRUE
1,25,751,TRUE
2,25,751,TRUE
1,25,752,FALSE
2,25,752,FALSE
1,25,753,TRUE
2,25,753,TRUE
1,25,754,TRUE
2,25,754,TRUE
1,25,755,TRUE
2,25,755,TRUE
1,25,756,TRUE
2,25,756,TRUE
1,25,757,TRUE
2,25,757,TRUE
1,25,758,TRUE
2,25,758,TRUE
1,25,759,TRUE
2,25,759,TRUE
1,25,760,TRUE
2,25,760,TRUE
1,25,761,TRUE
2,25,761,TRUE
1,25,762,TRUE
2,25,762,TRUE
1,25,763,TRUE
2,25,763,TRUE
1,25,764,TRUE
2,25,764,TRUE
1,25,765,TRUE
2,25,765,TRUE
1,25,766,TRUE
2,25,766,TRUE
1,25,767,FALSE
2,25,767,FALSE
1,25,768,FALSE
2,25,768,FALSE
1,25,769,TRUE
2,25,769,TRUE
1,25,770,TRUE
2,25,770,TRUE
1,25,771,TRUE
2,25,771,TRUE
1,25,772,TRUE
2,25,772,TRUE
1,25,773,TRUE
2,25,773,TRUE
1,25,774,TRUE
2,25,774,TRUE
1,25,775,TRUE
2,25,775,TRUE
1,25,776,TRUE
2,25,776,TRUE
1,25,777,TRUE
2,25,777,TRUE
1,25,778,TRUE
2,25,778,TRUE
1,25,779,TRUE
2,25,779,TRUE
1,25,780,TRUE
2,25,780,TRUE
1,25,781,TRUE
2,25,781,TRUE
1,25,782,TRUE
2,25,782,TRUE
1,25,783,TRUE
2,25,783,TRUE
1,25,784,TRUE
2,25,784,TRUE
1,25,785,TRUE
2,25,785,TRUE
1,25,786,TRUE
2,25,786,TRUE
1,25,787,TRUE
2,25,787,TRUE
1,25,788,FALSE
2,25,788,FALSE
1,25,789,FALSE
2,25,789,FALSE
1,25,790,TRUE
2,25,790,TRUE
1,25,791,TRUE
2,25,791,TRUE
1,25,792,FALSE
2,25,792,FALSE
1,25,793,TRUE
2,25,793,TRUE
1,25,794,TRUE
2,25,794,TRUE
1,25,795,TRUE
2,25,795,TRUE
1,25,796,FALSE
2,25,796,FALSE
1,25,797,TRUE
2,25,797,TRUE
1,25,798,TRUE
2,25,798,TRUE
1,25,799,TRUE
2,25,799,TRUE
1,25,800,TRUE
2,25,800,TRUE
1,25,801,TRUE
2,25,801,TRUE
1,25,802,FALSE
2,25,802,FALSE
1,25,803,TRUE
2,25,803,TRUE
1,25,804,TRUE
2,25,804,TRUE
1,25,805,FALSE
2,25,805,FALSE
1,25,806,TRUE
2,25,806,TRUE
1,25,807,TRUE
2,25,807,TRUE
1,25,808,TRUE
2,25,808,TRUE
1,25,809,FALSE
2,25,809,FALSE
1,25,810,TRUE
2,25,810,TRUE
1,25,811,TRUE
2,25,811,TRUE
1,25,812,TRUE
2,25,812,TRUE
1,25,813,TRUE
2,25,813,TRUE
1,25,814,TRUE
2,25,814,TRUE
1,25,815,TRUE
2,25,815,TRUE
1,25,816,TRUE
2,25,816,TRUE
1,25,817,FALSE
2,25,817,FALSE
1,25,818,TRUE
2,25,818,TRUE
1,25,819,TRUE
2,25,819,TRUE
1,25,820,TRUE
2,25,820,TRUE
1,25,821,TRUE
2,25,821,TRUE
1,25,822,TRUE
2,25,822,TRUE
1,25,823,TRUE
2,25,823,TRUE
1,25,824,TRUE
2,25,824,TRUE
1,25,825,TRUE
2,25,825,TRUE
1,25,826,FALSE
2,25,826,FALSE
1,25,827,TRUE
2,25,827,TRUE
1,25,828,TRUE
2,25,828,TRUE
1,25,829,TRUE
2,25,829,TRUE
1,25,830,TRUE
2,25,830,TRUE
1,25,831,TRUE
2,25,831,TRUE
1,25,832,TRUE
2,25,832,TRUE
1,25,833,TRUE
2,25,833,TRUE
1,25,834,TRUE
2,25,834,TRUE
1,25,835,TRUE
2,25,835,TRUE
1,25,836,TRUE
2,25,836,TRUE
1,25,837,TRUE
2,25,837,TRUE
1,25,838,FALSE
2,25,838,FALSE
1,25,839,TRUE
2,25,839,TRUE
1,25,840,TRUE
2,25,840,TRUE
1,25,841,TRUE
2,25,841,TRUE
1,25,842,TRUE
2,25,842,TRUE
1,25,843,TRUE
2,25,843,TRUE
1,25,844,TRUE
2,25,844,TRUE
1,25,845,TRUE
2,25,845,TRUE
1,25,846,TRUE
2,25,846,TRUE
1,25,847,TRUE
2,25,847,TRUE
1,25,848,TRUE
2,25,848,TRUE
1,25,849,TRUE
2,25,849,TRUE
1,25,850,TRUE
2,25,850,TRUE
1,25,851,TRUE
2,25,851,TRUE
1,25,852,TRUE
2,25,852,TRUE
1,25,853,FALSE
2,25,853,FALSE
1,25,854,TRUE
2,25,854,TRUE
1,25,855,TRUE
2,25,855,TRUE
1,25,856,FALSE
2,25,856,FALSE
1,25,857,TRUE
2,25,857,TRUE
1,25,858,TRUE
2,25,858,TRUE
1,25,859,TRUE
2,25,859,TRUE
1,25,860,TRUE
2,25,860,TRUE
1,25,861,FALSE
2,25,861,FALSE
1,25,862,FALSE
2,25,862,FALSE
1,25,863,TRUE
2,25,863,TRUE
1,25,864,TRUE
2,25,864,TRUE
1,25,865,TRUE
2,25,865,TRUE
1,25,866,TRUE
2,25,866,TRUE
1,25,867,TRUE
2,25,867,TRUE
1,25,868,TRUE
2,25,868,TRUE
1,25,869,TRUE
2,25,869,TRUE
1,25,870,TRUE
2,25,870,TRUE
1,25,871,TRUE
2,25,871,TRUE
1,25,872,TRUE
2,25,872,TRUE
1,25,873,TRUE
2,25,873,TRUE
1,25,874,FALSE
2,25,874,FALSE
1,25,875,TRUE
2,25,875,TRUE
1,25,876,TRUE
2,25,876,TRUE
1,25,877,TRUE
2,25,877,TRUE
1,25,878,FALSE
2,25,878,FALSE
1,25,879,TRUE
2,25,879,TRUE
1,25,880,TRUE
2,25,880,TRUE
1,25,881,TRUE
2,25,881,TRUE
1,25,882,TRUE
2,25,882,TRUE
1,25,883,TRUE
2,25,883,TRUE
1,25,884,FALSE
2,25,884,FALSE
1,25,885,TRUE
2,25,885,TRUE
1,25,886,TRUE
2,25,886,TRUE
1,25,887,TRUE
2,25,887,TRUE
1,25,888,TRUE
2,25,888,TRUE
1,25,889,TRUE
2,25,889,TRUE
1,25,890,TRUE
2,25,890,TRUE
1,25,891,TRUE
2,25,891,TRUE
1,25,892,FALSE
2,25,892,FALSE
1,25,893,TRUE
2,25,893,TRUE
1,25,894,TRUE
2,25,894,TRUE
1,25,895,FALSE
2,25,895,FALSE
1,25,896,TRUE
2,25,896,TRUE
1,25,897,TRUE
2,25,897,TRUE
1,25,898,TRUE
2,25,898,TRUE
1,25,899,FALSE
2,25,899,FALSE
1,25,900,TRUE
2,25,900,TRUE
1,25,901,TRUE
2,25,901,TRUE
1,25,902,TRUE
2,25,902,TRUE
1,25,903,TRUE
2,25,903,TRUE
1,25,904,TRUE
2,25,904,TRUE
1,25,905,TRUE
2,25,905,TRUE
1,25,906,TRUE
2,25,906,TRUE
1,25,907,TRUE
2,25,907,TRUE
1,25,908,TRUE
2,25,908,TRUE
1,25,909,TRUE
2,25,909,TRUE
1,25,910,TRUE
2,25,910,TRUE
1,25,911,TRUE
2,25,911,TRUE
1,25,912,TRUE
2,25,912,TRUE
1,25,913,TRUE
2,25,913,TRUE
1,25,914,TRUE
2,25,914,TRUE
1,25,915,TRUE
2,25,915,TRUE
1,25,916,TRUE
2,25,916,TRUE
1,25,917,TRUE
2,25,917,TRUE
1,25,918,FALSE
2,25,918,FALSE
1,25,919,TRUE
2,25,919,TRUE
1,25,920,TRUE
2,25,920,TRUE
1,25,921,TRUE
2,25,921,TRUE
1,25,922,TRUE
2,25,922,TRUE
1,25,923,TRUE
2,25,923,TRUE
1,25,924,TRUE
2,25,924,TRUE
1,25,925,TRUE
2,25,925,TRUE
1,25,926,TRUE
2,25,926,TRUE
1,25,927,TRUE
2,25,927,TRUE
1,25,928,TRUE
2,25,928,TRUE
1,25,929,TRUE
2,25,929,TRUE
1,25,930,TRUE
2,25,930,TRUE
1,25,931,FALSE
2,25,931,FALSE
1,25,932,TRUE
2,25,932,TRUE
1,25,933,FALSE
2,25,933,FALSE
1,25,934,TRUE
2,25,934,TRUE
1,25,935,TRUE
2,25,935,TRUE
1,25,936,TRUE
2,25,936,TRUE
1,25,937,TRUE
2,25,937,TRUE
1,25,938,TRUE
2,25,938,TRUE
1,25,939,FALSE
2,25,939,FALSE
1,25,940,TRUE
2,25,940,TRUE
1,25,941,TRUE
2,25,941,TRUE
1,25,942,FALSE
2,25,942,FALSE
1,25,943,FALSE
2,25,943,FALSE
1,25,944,TRUE
2,25,944,TRUE
1,25,945,TRUE
2,25,945,TRUE
1,25,946,TRUE
2,25,946,TRUE
1,25,947,FALSE
2,25,947,FALSE
1,25,948,TRUE
2,25,948,TRUE
1,25,949,TRUE
2,25,949,TRUE
1,25,950,TRUE
2,25,950,TRUE
1,25,951,TRUE
2,25,951,TRUE
1,25,952,TRUE
2,25,952,TRUE
1,25,953,TRUE
2,25,953,TRUE
1,25,954,TRUE
2,25,954,TRUE
1,25,955,TRUE
2,25,955,TRUE
1,25,956,TRUE
2,25,956,TRUE
1,25,957,TRUE
2,25,957,TRUE
1,25,958,TRUE
2,25,958,TRUE
1,25,959,TRUE
2,25,959,TRUE
1,25,960,TRUE
2,25,960,TRUE
1,25,961,TRUE
2,25,961,TRUE
1,25,962,TRUE
2,25,962,TRUE
1,25,963,TRUE
2,25,963,TRUE
1,25,964,TRUE
2,25,964,TRUE
1,25,965,TRUE
2,25,965,TRUE
1,25,966,FALSE
2,25,966,FALSE
1,25,967,TRUE
2,25,967,TRUE
1,25,968,TRUE
2,25,968,TRUE
1,25,969,TRUE
2,25,969,TRUE
1,25,970,TRUE
2,25,970,TRUE
1,25,971,TRUE
2,25,971,TRUE
1,25,972,TRUE
2,25,972,TRUE
1,25,973,TRUE
2,25,973,TRUE
1,25,974,TRUE
2,25,974,TRUE
1,25,975,FALSE
2,25,975,FALSE
1,25,976,TRUE
2,25,976,TRUE
1,25,977,FALSE
2,25,977,FALSE
1,25,978,FALSE
2,25,978,FALSE
1,25,979,TRUE
2,25,979,TRUE
1,25,980,TRUE
2,25,980,TRUE
1,25,981,TRUE
2,25,981,TRUE
1,25,982,TRUE
2,25,982,TRUE
1,25,983,TRUE
2,25,983,TRUE
1,25,984,TRUE
2,25,984,TRUE
1,25,985,TRUE
2,25,985,TRUE
1,25,986,TRUE
2,25,986,TRUE
1,25,987,TRUE
2,25,987,TRUE
1,25,988,FALSE
2,25,988,FALSE
1,25,989,TRUE
2,25,989,TRUE
1,25,990,TRUE
2,25,990,TRUE
1,25,991,FALSE
2,25,991,FALSE
1,25,992,TRUE
2,25,992,TRUE
1,25,993,TRUE
2,25,993,TRUE
1,25,994,TRUE
2,25,994,TRUE
1,25,995,FALSE
2,25,995,FALSE
1,25,996,TRUE
2,25,996,TRUE
1,25,997,TRUE
2,25,997,TRUE
1,25,998,TRUE
2,25,998,TRUE
1,25,999,TRUE
2,25,999,TRUE
1,25,1000,TRUE
2,25,1000,TRUE
1,100,1001,TRUE
2,100,1001,TRUE
1,100,1002,TRUE
2,100,1002,TRUE
1,100,1003,TRUE
2,100,1003,TRUE
1,100,1004,TRUE
2,100,1004,TRUE
1,100,1005,TRUE
2,100,1005,TRUE
1,100,1006,FALSE
2,100,1006,FALSE
1,100,1007,TRUE
2,100,1007,TRUE
1,100,1008,TRUE
2,100,1008,TRUE
1,100,1009,TRUE
2,100,1009,TRUE
1,100,1010,TRUE
2,100,1010,TRUE
1,100,1011,TRUE
2,100,1011,TRUE
1,100,1012,TRUE
2,100,1012,TRUE
1,100,1013,TRUE
2,100,1013,TRUE
1,100,1014,TRUE
2,100,1014,TRUE
1,100,1015,TRUE
2,100,1015,TRUE
1,100,1016,TRUE
2,100,1016,TRUE
1,100,1017,TRUE
2,100,1017,TRUE
1,100,1018,TRUE
2,100,1018,TRUE
1,100,1019,TRUE
2,100,1019,TRUE
1,100,1020,TRUE
2,100,1020,TRUE
1,100,1021,TRUE
2,100,1021,TRUE
1,100,1022,TRUE
2,100,1022,TRUE
1,100,1023,FALSE
2,100,1023,FALSE
1,100,1024,TRUE
2,100,1024,TRUE
1,100,1025,TRUE
2,100,1025,TRUE
1,100,1026,TRUE
2,100,1026,TRUE
1,100,1027,TRUE
2,100,1027,TRUE
1,100,1028,TRUE
2,100,1028,TRUE
1,100,1029,TRUE
2,100,1029,TRUE
1,100,1030,TRUE
2,100,1030,TRUE
1,100,1031,TRUE
2,100,1031,TRUE
1,100,1032,TRUE
2,100,1032,TRUE
1,100,1033,TRUE
2,100,1033,TRUE
1,100,1034,TRUE
2,100,1034,TRUE
1,100,1035,TRUE
2,100,1035,TRUE
1,100,1036,TRUE
2,100,1036,TRUE
1,100,1037,TRUE
2,100,1037,TRUE
1,100,1038,TRUE
2,100,1038,TRUE
1,100,1039,FALSE
2,100,1039,FALSE
1,100,1040,TRUE
2,100,1040,TRUE
1,100,1041,TRUE
2,100,1041,TRUE
1,100,1042,FALSE
2,100,1042,FALSE
1,100,1043,FALSE
2,100,1043,FALSE
1,100,1044,TRUE
2,100,1044,TRUE
1,100,1045,TRUE
2,100,1045,TRUE
1,100,1046,TRUE
2,100,1046,TRUE
1,100,1047,TRUE
2,100,1047,TRUE
1,100,1048,TRUE
2,100,1048,TRUE
1,100,1049,TRUE
2,100,1049,TRUE
1,100,1050,FALSE
2,100,1050,FALSE
1,100,1051,TRUE
2,100,1051,TRUE
1,100,1052,TRUE
2,100,1052,TRUE
1,100,1053,TRUE
2,100,1053,TRUE
1,100,1054,FALSE
2,100,1054,FALSE
1,100,1055,TRUE
2,100,1055,TRUE
1,100,1056,FALSE
2,100,1056,FALSE
1,100,1057,TRUE
2,100,1057,TRUE
1,100,1058,TRUE
2,100,1058,TRUE
1,100,1059,FALSE
2,100,1059,FALSE
1,100,1060,TRUE
2,100,1060,TRUE
1,100,1061,TRUE
2,100,1061,TRUE
1,100,1062,TRUE
2,100,1062,TRUE
1,100,1063,TRUE
2,100,1063,TRUE
1,100,1064,TRUE
2,100,1064,TRUE
1,100,1065,TRUE
2,100,1065,TRUE
1,100,1066,TRUE
2,100,1066,TRUE
1,100,1067,TRUE
2,100,1067,TRUE
1,100,1068,TRUE
2,100,1068,TRUE
1,100,1069,TRUE
2,100,1069,TRUE
1,100,1070,TRUE
2,100,1070,TRUE
1,100,1071,TRUE
2,100,1071,TRUE
1,100,1072,TRUE
2,100,1072,TRUE
1,100,1073,TRUE
2,100,1073,TRUE
1,100,1074,TRUE
2,100,1074,TRUE
1,100,1075,TRUE
2,100,1075,TRUE
1,100,1076,TRUE
2,100,1076,TRUE
1,100,1077,TRUE
2,100,1077,TRUE
1,100,1078,TRUE
2,100,1078,TRUE
1,100,1079,TRUE
2,100,1079,TRUE
1,100,1080,TRUE
2,100,1080,TRUE
1,100,1081,TRUE
2,100,1081,TRUE
1,100,1082,FALSE
2,100,1082,FALSE
1,100,1083,TRUE
2,100,1083,TRUE
1,100,1084,TRUE
2,100,1084,TRUE
1,100,1085,TRUE
2,100,1085,TRUE
1,100,1086,TRUE
2,100,1086,TRUE
1,100,1087,TRUE
2,100,1087,TRUE
1,100,1088,TRUE
2,100,1088,TRUE
1,100,1089,TRUE
2,100,1089,TRUE
1,100,1090,TRUE
2,100,1090,TRUE
1,100,1091,FALSE
2,100,1091,FALSE
1,100,1092,TRUE
2,100,1092,TRUE
1,100,1093,TRUE
2,100,1093,TRUE
1,100,1094,FALSE
2,100,1094,FALSE
1,100,1095,TRUE
2,100,1095,TRUE
1,100,1096,TRUE
2,100,1096,TRUE
1,100,1097,TRUE
2,100,1097,TRUE
1,100,1098,TRUE
2,100,1098,TRUE
1,100,1099,FALSE
2,100,1099,FALSE
1,100,1100,TRUE
2,100,1100,TRUE
1,100,1101,FALSE
2,100,1101,FALSE
1,100,1102,TRUE
2,100,1102,TRUE
1,100,1103,TRUE
2,100,1103,TRUE
1,100,1104,FALSE
2,100,1104,FALSE
1,100,1105,FALSE
2,100,1105,FALSE
1,100,1106,TRUE
2,100,1106,TRUE
1,100,1107,FALSE
2,100,1107,FALSE
1,100,1108,TRUE
2,100,1108,TRUE
1,100,1109,TRUE
2,100,1109,TRUE
1,100,1110,TRUE
2,100,1110,TRUE
1,100,1111,TRUE
2,100,1111,TRUE
1,100,1112,TRUE
2,100,1112,TRUE
1,100,1113,TRUE
2,100,1113,TRUE
1,100,1114,TRUE
2,100,1114,TRUE
1,100,1115,TRUE
2,100,1115,TRUE
1,100,1116,TRUE
2,100,1116,TRUE
1,100,1117,TRUE
2,100,1117,TRUE
1,100,1118,TRUE
2,100,1118,TRUE
1,100,1119,FALSE
2,100,1119,FALSE
1,100,1120,TRUE
2,100,1120,TRUE
1,100,1121,TRUE
2,100,1121,TRUE
1,100,1122,TRUE
2,100,1122,TRUE
1,100,1123,TRUE
2,100,1123,TRUE
1,100,1124,TRUE
2,100,1124,TRUE
1,100,1125,TRUE
2,100,1125,TRUE
1,100,1126,TRUE
2,100,1126,TRUE
1,100,1127,FALSE
2,100,1127,FALSE
1,100,1128,FALSE
2,100,1128,FALSE
1,100,1129,TRUE
2,100,1129,TRUE
1,100,1130,TRUE
2,100,1130,TRUE
1,100,1131,TRUE
2,100,1131,TRUE
1,100,1132,TRUE
2,100,1132,TRUE
1,100,1133,TRUE
2,100,1133,TRUE
1,100,1134,TRUE
2,100,1134,TRUE
1,100,1135,TRUE
2,100,1135,TRUE
1,100,1136,TRUE
2,100,1136,TRUE
1,100,1137,TRUE
2,100,1137,TRUE
1,100,1138,TRUE
2,100,1138,TRUE
1,100,1139,TRUE
2,100,1139,TRUE
1,100,1140,TRUE
2,100,1140,TRUE
1,100,1141,TRUE
2,100,1141,TRUE
1,100,1142,TRUE
2,100,1142,TRUE
1,100,1143,TRUE
2,100,1143,TRUE
1,100,1144,FALSE
2,100,1144,FALSE
1,100,1145,TRUE
2,100,1145,TRUE
1,100,1146,FALSE
2,100,1146,FALSE
1,100,1147,TRUE
2,100,1147,TRUE
1,100,1148,FALSE
2,100,1148,FALSE
1,100,1149,TRUE
2,100,1149,TRUE
1,100,1150,TRUE
2,100,1150,TRUE
1,100,1151,TRUE
2,100,1151,TRUE
1,100,1152,TRUE
2,100,1152,TRUE
1,100,1153,TRUE
2,100,1153,TRUE
1,100,1154,TRUE
2,100,1154,TRUE
1,100,1155,TRUE
2,100,1155,TRUE
1,100,1156,FALSE
2,100,1156,FALSE
1,100,1157,TRUE
2,100,1157,TRUE
1,100,1158,TRUE
2,100,1158,TRUE
1,100,1159,TRUE
2,100,1159,TRUE
1,100,1160,TRUE
2,100,1160,TRUE
1,100,1161,TRUE
2,100,1161,TRUE
1,100,1162,FALSE
2,100,1162,FALSE
1,100,1163,TRUE
2,100,1163,TRUE
1,100,1164,TRUE
2,100,1164,TRUE
1,100,1165,TRUE
2,100,1165,TRUE
1,100,1166,TRUE
2,100,1166,TRUE
1,100,1167,TRUE
2,100,1167,TRUE
1,100,1168,TRUE
2,100,1168,TRUE
1,100,1169,TRUE
2,100,1169,TRUE
1,100,1170,TRUE
2,100,1170,TRUE
1,100,1171,TRUE
2,100,1171,TRUE
1,100,1172,TRUE
2,100,1172,TRUE
1,100,1173,TRUE
2,100,1173,TRUE
1,100,1174,TRUE
2,100,1174,TRUE
1,100,1175,TRUE
2,100,1175,TRUE
1,100,1176,TRUE
2,100,1176,TRUE
1,100,1177,TRUE
2,100,1177,TRUE
1,100,1178,TRUE
2,100,1178,TRUE
1,100,1179,TRUE
2,100,1179,TRUE
1,100,1180,TRUE
2,100,1180,TRUE
1,100,1181,FALSE
2,100,1181,FALSE
1,100,1182,TRUE
2,100,1182,TRUE
1,100,1183,FALSE
2,100,1183,FALSE
1,100,1184,TRUE
2,100,1184,TRUE
1,100,1185,TRUE
2,100,1185,TRUE
1,100,1186,TRUE
2,100,1186,TRUE
1,100,1187,TRUE
2,100,1187,TRUE
1,100,1188,TRUE
2,100,1188,TRUE
1,100,1189,FALSE
2,100,1189,FALSE
1,100,1190,TRUE
2,100,1190,TRUE
1,100,1191,TRUE
2,100,1191,TRUE
1,100,1192,TRUE
2,100,1192,TRUE
1,100,1193,TRUE
2,100,1193,TRUE
1,100,1194,TRUE
2,100,1194,TRUE
1,100,1195,TRUE
2,100,1195,TRUE
1,100,1196,TRUE
2,100,1196,TRUE
1,100,1197,TRUE
2,100,1197,TRUE
1,100,1198,TRUE
2,100,1198,TRUE
1,100,1199,TRUE
2,100,1199,TRUE
1,100,1200,TRUE
2,100,1200,TRUE
1,100,1201,TRUE
2,100,1201,TRUE
1,100,1202,TRUE
2,100,1202,TRUE
1,100,1203,TRUE
2,100,1203,TRUE
1,100,1204,TRUE
2,100,1204,TRUE
1,100,1205,TRUE
2,100,1205,TRUE
1,100,1206,TRUE
2,100,1206,TRUE
1,100,1207,FALSE
2,100,1207,FALSE
1,100,1208,TRUE
2,100,1208,TRUE
1,100,1209,TRUE
2,100,1209,TRUE
1,100,1210,TRUE
2,100,1210,TRUE
1,100,1211,TRUE
2,100,1211,TRUE
1,100,1212,TRUE
2,100,1212,TRUE
1,100,1213,TRUE
2,100,1213,TRUE
1,100,1214,TRUE
2,100,1214,TRUE
1,100,1215,FALSE
2,100,1215,FALSE
1,100,1216,TRUE
2,100,1216,TRUE
1,100,1217,TRUE
2,100,1217,TRUE
1,100,1218,TRUE
2,100,1218,TRUE
1,100,1219,TRUE
2,100,1219,TRUE
1,100,1220,TRUE
2,100,1220,TRUE
1,100,1221,TRUE
2,100,1221,TRUE
1,100,1222,TRUE
2,100,1222,TRUE
1,100,1223,TRUE
2,100,1223,TRUE
1,100,1224,TRUE
2,100,1224,TRUE
1,100,1225,TRUE
2,100,1225,TRUE
1,100,1226,TRUE
2,100,1226,TRUE
1,100,1227,FALSE
2,100,1227,FALSE
1,100,1228,TRUE
2,100,1228,TRUE
1,100,1229,TRUE
2,100,1229,TRUE
1,100,1230,TRUE
2,100,1230,TRUE
1,100,1231,TRUE
2,100,1231,TRUE
1,100,1232,FALSE
2,100,1232,FALSE
1,100,1233,TRUE
2,100,1233,TRUE
1,100,1234,TRUE
2,100,1234,TRUE
1,100,1235,TRUE
2,100,1235,TRUE
1,100,1236,TRUE
2,100,1236,TRUE
1,100,1237,TRUE
2,100,1237,TRUE
1,100,1238,TRUE
2,100,1238,TRUE
1,100,1239,TRUE
2,100,1239,TRUE
1,100,1240,TRUE
2,100,1240,TRUE
1,100,1241,TRUE
2,100,1241,TRUE
1,100,1242,TRUE
2,100,1242,TRUE
1,100,1243,TRUE
2,100,1243,TRUE
1,100,1244,TRUE
2,100,1244,TRUE
1,100,1245,TRUE
2,100,1245,TRUE
1,100,1246,TRUE
2,100,1246,TRUE
1,100,1247,FALSE
2,100,1247,FALSE
